state_alpha,begin_code,class_desc,group_desc,asd_code,source_desc,watershed_desc,state_fips_code,statisticcat_desc,country_name,CV (%),year,domaincat_desc,reference_period_desc,state_ansi,location_desc,county_ansi,congr_district_code,util_practice_desc,county_code,Value,asd_desc,region_desc,domain_desc,week_ending,country_code,state_name,agg_level_desc,watershed_code,freq_desc,unit_desc,load_time,short_desc,sector_desc,county_name,commodity_desc,end_code,prodn_practice_desc,zip_5
MI,00,ALL CLASSES,FIELD CROPS,50,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, CENTRAL, GLADWIN",051,,GRAIN,051,82.1,CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,GLADWIN,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,50,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, CENTRAL, GRATIOT",057,,GRAIN,057,122.5,CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,GRATIOT,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,50,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, CENTRAL, ISABELLA",073,,GRAIN,073,83.6,CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,ISABELLA,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,50,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, CENTRAL, MECOSTA",107,,GRAIN,107,89,CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,MECOSTA,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,50,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, CENTRAL, MIDLAND",111,,GRAIN,111,110.5,CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,MIDLAND,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,50,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, CENTRAL, MONTCALM",117,,GRAIN,117,95.3,CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,MONTCALM,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,50,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, CENTRAL, OSCEOLA",133,,GRAIN,133,87.5,CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,OSCEOLA,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,60,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, EAST CENTRAL, ARENAC",011,,GRAIN,011,112,EAST CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,ARENAC,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,60,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, EAST CENTRAL, BAY",017,,GRAIN,017,102.7,EAST CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,BAY,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,60,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, EAST CENTRAL, HURON",063,,GRAIN,063,125.2,EAST CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,HURON,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,60,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, EAST CENTRAL, SAGINAW",145,,GRAIN,145,123.3,EAST CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,SAGINAW,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,60,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, EAST CENTRAL, SANILAC",151,,GRAIN,151,118.1,EAST CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,SANILAC,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,60,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, EAST CENTRAL, TUSCOLA",157,,GRAIN,157,119.6,EAST CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,TUSCOLA,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,70,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHWEST, ALLEGAN",005,,GRAIN,005,112.5,SOUTHWEST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,ALLEGAN,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,70,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHWEST, BERRIEN",021,,GRAIN,021,110.1,SOUTHWEST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,BERRIEN,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,70,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHWEST, CASS",027,,GRAIN,027,124,SOUTHWEST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,CASS,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,70,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHWEST, KALAMAZOO",077,,GRAIN,077,127.7,SOUTHWEST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,KALAMAZOO,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,70,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHWEST, KENT",081,,GRAIN,081,124,SOUTHWEST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,KENT,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,70,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHWEST, OTTAWA",139,,GRAIN,139,109.5,SOUTHWEST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,OTTAWA,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,70,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHWEST, VAN BUREN",159,,GRAIN,159,103.6,SOUTHWEST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,VAN BUREN,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, BARRY",015,,GRAIN,015,112.7,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,BARRY,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, BRANCH",023,,GRAIN,023,117.2,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,BRANCH,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, CALHOUN",025,,GRAIN,025,112.1,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,CALHOUN,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, CLINTON",037,,GRAIN,037,117.8,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,CLINTON,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, EATON",045,,GRAIN,045,119.3,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,EATON,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",059,,GRAIN,059,112,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,HILLSDALE,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, INGHAM",065,,GRAIN,065,120.8,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,INGHAM,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, IONIA",067,,GRAIN,067,114.3,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,IONIA,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, JACKSON",075,,GRAIN,075,110.3,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,JACKSON,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",149,,GRAIN,149,120.9,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,ST JOSEPH,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,80,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",155,,GRAIN,155,93.8,SOUTH CENTRAL,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,SHIAWASSEE,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, GENESEE",049,,GRAIN,049,94.3,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,GENESEE,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, LAPEER",087,,GRAIN,087,98,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,LAPEER,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, LENAWEE",091,,GRAIN,091,126,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,LENAWEE,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, LIVINGSTON",093,,GRAIN,093,100,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,LIVINGSTON,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, MACOMB",099,,GRAIN,099,107.1,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,MACOMB,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, MONROE",115,,GRAIN,115,125.5,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,MONROE,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, OAKLAND",125,,GRAIN,125,123.8,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,OAKLAND,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, ST CLAIR",147,,GRAIN,147,112,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,ST CLAIR,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, WASHTENAW",161,,GRAIN,161,107.8,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,WASHTENAW,CORN,00,ALL PRODUCTION PRACTICES,
MI,00,ALL CLASSES,FIELD CROPS,90,SURVEY,,26,YIELD,UNITED STATES,,1989,NOT SPECIFIED,YEAR,26,"MICHIGAN, SOUTHEAST, WAYNE",163,,GRAIN,163,120,SOUTHEAST,,TOTAL,,9000,MICHIGAN,COUNTY,00000000,ANNUAL,BU / ACRE,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,WAYNE,CORN,00,ALL PRODUCTION PRACTICES,
