country_code,commodity_desc,state_fips_code,sector_desc,end_code,region_desc,CV (%),state_ansi,prodn_practice_desc,Value,congr_district_code,state_name,short_desc,county_ansi,source_desc,asd_desc,location_desc,unit_desc,load_time,zip_5,watershed_desc,freq_desc,domain_desc,util_practice_desc,state_alpha,watershed_code,county_name,reference_period_desc,class_desc,statisticcat_desc,country_name,begin_code,domaincat_desc,agg_level_desc,group_desc,asd_code,week_ending,county_code,year
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,172.9,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",063,SURVEY,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, HURON",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,HURON,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,60,,063,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,154.1,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145,SURVEY,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, SAGINAW",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,SAGINAW,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,60,,145,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,160.1,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151,SURVEY,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, SANILAC",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,SANILAC,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,60,,151,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,162.1,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157,SURVEY,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, TUSCOLA",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,TUSCOLA,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,60,,157,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,140.4,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,SOUTHWEST,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,OTHER (COMBINED) COUNTIES,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,70,,998,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,134,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",005,SURVEY,SOUTHWEST,"MICHIGAN, SOUTHWEST, ALLEGAN",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,ALLEGAN,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,70,,005,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,143.3,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",027,SURVEY,SOUTHWEST,"MICHIGAN, SOUTHWEST, CASS",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,CASS,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,70,,027,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,138.4,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",077,SURVEY,SOUTHWEST,"MICHIGAN, SOUTHWEST, KALAMAZOO",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,KALAMAZOO,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,70,,077,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,150.5,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",081,SURVEY,SOUTHWEST,"MICHIGAN, SOUTHWEST, KENT",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,KENT,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,70,,081,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,121.3,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,OTHER (COMBINED) COUNTIES,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,998,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,132.1,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",015,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, BARRY",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,BARRY,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,015,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,157.9,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",023,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, BRANCH",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,BRANCH,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,023,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,134.9,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",025,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, CALHOUN",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,CALHOUN,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,025,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,139,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",045,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, EATON",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,EATON,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,045,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,161,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",059,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,HILLSDALE,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,059,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,148.3,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",065,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, INGHAM",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,INGHAM,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,065,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,161.7,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",067,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, IONIA",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,IONIA,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,067,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,155.9,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",075,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, JACKSON",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,JACKSON,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,075,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,145.3,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155,SURVEY,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,SHIAWASSEE,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,80,,155,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,138.7,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",049,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, GENESEE",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,GENESEE,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,049,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,146.8,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",087,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, LAPEER",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,LAPEER,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,087,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,172.3,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",091,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, LENAWEE",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,LENAWEE,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,091,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,148,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",093,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, LIVINGSTON",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,LIVINGSTON,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,093,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,160.2,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",099,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, MACOMB",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,MACOMB,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,099,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,178.7,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, MONROE",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,MONROE,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,115,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,133.3,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, OAKLAND",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,OAKLAND,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,125,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,146.3,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, ST CLAIR",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,ST CLAIR,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,147,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,154.2,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, WASHTENAW",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,WASHTENAW,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,161,2019
9000,CORN,26,CROPS,00,,,26,ALL PRODUCTION PRACTICES,130,,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163,SURVEY,SOUTHEAST,"MICHIGAN, SOUTHEAST, WAYNE",BU / ACRE,2024-02-23 15:00:00.000,,,ANNUAL,TOTAL,GRAIN,MI,00000000,WAYNE,YEAR,ALL CLASSES,YIELD,UNITED STATES,00,NOT SPECIFIED,COUNTY,FIELD CROPS,90,,163,2019
